sampleID	CDNA	detected_genes	detected_spikes	read_pairs	pct_trim_Illum	pct_trim_Nex	pct_trim_Smart	per_base_quality_read1	per_base_quality_read2	per_seq_GC_read1	per_seq_GC_read2	paired_total	pct_alignment	paired_aligned_multi	paired_aligned_none	pct_duplication	pct_assigned	assigned	unassigned_ambiguity	unassigned_unmapped	unassigned_multimapping	unassigned_nofeatures	pct_assigned_dedup	assigned_dedup	unassigned_duplicate_dedup	pct_ambiguity	pct_multimapping	pct_nofeatures	top500tpm	batchvar	library_type	QCpass
WTCHG_209948_709505	20150702_C88	0.158894257	4770	38	2302627	7.05264031	32.6408450093	24.6928575132	pass	pass	warn	fail	2295433	82.74	272222	552562	0.209323	36.0154879468	922621	25969	272994	363058	977092	24.777006512	634721	576599	0.0113133339112926	0.158165365750166	0.42566783696148	85.9862227132097	p1	single cell	TRUE
WTCHG_209948_709506	20150708_C13	0.504496383	5790	50	3084924	8.375279261	34.9540943061	11.312507117	pass	pass	pass	warn	3082429	88.81	407870	481752	0.134934	41.2606048642	1379505	57791	255408	387792	1262899	32.629677319	1090939	486381	0.0187485259190074	0.125807277312795	0.409709031416458	75.5854953592039	p2	single cell	TRUE
WTCHG_209948_709507	20150708_C56	0.293685078	3216	49	2498953	7.101534122	33.8640121929	9.993601494	pass	pass	fail	fail	2497458	90.23	278813	355256	0.265035	44.5192293539	1149320	19867	171298	127140	1114001	23.3017098526	601563	659441	0.00795488853065797	0.0509077630134321	0.446053947653975	94.0277968643732	p2	single cell	FALSE
WTCHG_209948_709508	20150708_C28	0.558141321	4821	45	2714864	6.98882154	32.0253964001	9.00999788502	pass	pass	warn	warn	2713974	91.25	348719	352406	0.14536	43.9290171751	1262516	40870	164426	241359	1164820	32.8545566079	944237	422191	0.0150590978395519	0.0889319499744655	0.429193500011422	77.1574922749065	p2	single cell	TRUE
WTCHG_209948_709517	20150702_C32	0.287353333	4124	40	1639455	6.818851387	30.2061486833	12.077890217	pass	pass	pass	pass	1638614	90.11	209745	246073	0.146378	47.0208038314	814508	31456	103255	140721	642289	35.5922917813	616540	266090	0.0191967113670456	0.0858780652429431	0.391970897355936	81.6029557080772	p1	single cell	TRUE
WTCHG_209948_710502	20150702_C62	0.283898971	4595	32	1536519	5.938553314	28.6263315291	16.2736044211	pass	pass	warn	warn	1534829	88.8	203385	257590	0.104751	34.2039354902	560753	27226	107500	157155	786806	28.2836212365	463693	202934	0.0177387839296756	0.102392514084631	0.512634306492775	77.8783447388923	p1	single cell	TRUE
WTCHG_209948_710503	20150702_C17	0.282603585	4608	40	1892780	6.489977705	29.1963388694	11.4826157601	pass	pass	warn	warn	1891886	90.5	248722	271450	0.104778	36.1043482768	724424	31994	115553	172044	962458	29.1918206724	585726	233596	0.0169111669519199	0.0909378260635155	0.508729384328654	80.6454523443187	p1	single cell	TRUE
WTCHG_209948_710504	20150702_C78	0.251082535	5243	43	2300993	6.120009926	33.0246120065	15.9311658988	pass	pass	warn	warn	2298570	88.74	319837	386704	0.158859	39.177591606	969464	36232	165888	260671	1042282	29.1571312128	721504	425872	0.0157628438550925	0.113405726168879	0.453448013330027	83.7794613727949	p1	single cell	TRUE
WTCHG_209948_710505	20150708_C3	0.514028335	5507	40	2019949	6.711209045	31.3775501371	10.1151139848	pass	pass	warn	warn	2019216	90.83	283143	279469	0.077925	33.697766078	735539	29894	122224	240507	1054589	28.7357754176	627231	200509	0.0148047559052622	0.119109099769415	0.522276467698354	75.3220830352189	p2	single cell	TRUE
WTCHG_209948_710506	20150708_C27	0.399866587	5589	42	2010589	5.632478841	28.7597414024	13.6925500071	pass	pass	pass	pass	2009465	91.45	302819	267400	0.14418	59.4546532574	1314606	57391	103363	300319	435428	47.8520939964	1058061	350526	0.028560338199471	0.149452217381243	0.216688521571662	73.1853319313744	p2	single cell	TRUE
WTCHG_209948_710507	20150708_C62	0.128760145	2809	48	2385254	11.95340203	34.4909633789	12.6673461511	pass	pass	warn	pass	2381217	85.49	184237	448400	0.774709	87.5490700325	2088589	368	277019	8005	11640	18.9668434341	452477	1638787	0.000154542824110528	0.00336172637773038	0.00488825671914823	78.8334054658514	p2	empty site control	FALSE
WTCHG_209948_710508	20150708_C46	0.732376532	5683	40	1426984	5.429703487	23.6106743356	14.2084087836	pass	pass	warn	warn	1426437	90.17	201689	221250	0.093428	41.3425528633	627255	29041	77195	136701	647022	34.4491943786	522668	163731	0.0203591185590391	0.0958338854081884	0.453593113470837	76.4710470601989	p2	single cell	TRUE
WTCHG_209948_710517	20150702_C1	0.382132381	4165	39	1339814	5.465012308	24.3322136111	12.54809818	pass	pass	warn	warn	1338928	90.14	178092	209973	0.081724	30.3648253435	426726	15521	72221	99191	791671	25.5042587862	358419	141060	0.0115921095085023	0.0740824002485571	0.591272271548582	78.6501880186135	p1	single cell	TRUE
WTCHG_209948_711502	20150702_C68	0.317794895	4755	39	1710345	5.083184971	27.2403132488	15.3309335028	pass	pass	warn	warn	1707065	90.22	233630	260503	0.104497	32.4474228422	595601	25078	98053	188991	927865	26.5973628069	488218	227581	0.0146907118358118	0.110711074270751	0.54354403610876	77.1370225060762	p1	single cell	TRUE
WTCHG_209948_711503	20150702_C23	0.233163033	4322	43	1765475	8.470071794	30.5787761338	13.4281170188	pass	pass	warn	warn	1764298	87.48	224998	313494	0.12589	36.8797008703	692298	26716	154826	171835	831504	28.9270762138	543013	254937	0.0151425666185644	0.0973956780543876	0.471294531876134	85.0256604967107	p1	single cell	TRUE
WTCHG_209948_711504	20150702_C84	0.562838677	5942	40	1932621	5.612378216	30.0556929765	10.0993642284	pass	pass	warn	warn	1931983	90.96	276193	278143	0.079737	37.1230935027	762665	35909	100978	185883	968987	31.8470596596	654273	194386	0.0185866024701045	0.0962135795190744	0.501550479481445	70.5647661686222	p1	single cell	TRUE
WTCHG_209948_711505	20150708_C9	0.480999013	4957	46	2517830	6.17464245	29.2076003117	10.4836389931	pass	pass	warn	warn	2516960	90.81	349370	352271	0.111277	31.3709277631	853666	30369	148332	293731	1395103	24.1928839509	658337	337299	0.0120657459792766	0.116700702434683	0.554280957981056	78.3178314897794	p2	single cell	TRUE
WTCHG_209948_711506	20150708_C39	0.716194382	5755	39	1618080	5.090230397	25.3844885131	11.1811659337	pass	pass	warn	warn	1617622	91.87	227906	211922	0.067304	36.9399627055	632530	29833	72674	144553	832729	32.3305412134	553602	139754	0.0184425038729691	0.0893614206532799	0.514785901774333	68.0517139785039	p2	single cell	TRUE
WTCHG_209948_711507	20150708_C74	0.426910729	3728	37	1780982	4.84923486	23.9839408463	10.766728374	pass	pass	fail	warn	1780448	92.71	242990	212020	0.122243	42.0120378332	784203	24853	69512	133752	854295	32.6689220862	609803	250452	0.0139588463128381	0.0751226657560344	0.479820247488273	83.2247385927479	p2	single cell	TRUE
WTCHG_209948_711508	20150708_C17	0.772277726	5824	41	1538885	4.330083145	22.0177091636	12.033078242	pass	pass	warn	warn	1538534	91.76	221017	212138	0.08268	40.0388781746	652928	24099	61135	138179	754394	33.8214976682	551539	157346	0.0156636122438633	0.0898121198491551	0.49033300531545	73.7978361267247	p2	single cell	TRUE
WTCHG_209948_711517	20150702_C13	0.262093313	5027	42	2236458	6.827581828	31.4654036178	14.9756406118	pass	pass	pass	pass	2233841	89.19	321652	360018	0.17695	42.8736711631	1039064	39421	157066	286092	901905	30.9312214984	749633	451873	0.0176471825881967	0.128071783085725	0.403746282747966	85.7137177210869	p1	single cell	TRUE
WTCHG_209948_712502	20150702_C74	0.314340533	5180	47	1841968	10.04550568	38.2793337888	9.70694110304	pass	pass	pass	pass	1840961	87.76	232442	306761	0.128728	41.4965340905	817800	31987	176534	195393	749053	32.2387172101	635350	249083	0.0173751643842537	0.10613641462258	0.406881514600255	79.0080290685197	p1	single cell	TRUE
WTCHG_209948_712503	20150702_C29	0.100170108	4999	45	2164073	18.86193303	39.6129970911	14.9900653681	pass	pass	warn	pass	2159617	76.32	226975	620721	0.478593	55.4240372307	1283823	13228	436366	230295	352653	22.5213642928	521677	889083	0.0061251601557128	0.106636963869056	0.163294232264332	97.8618916920713	p1	single cell	FALSE
WTCHG_209948_712504	20150702_C90	0.239208166	4132	42	2295243	7.966651026	36.7975791891	11.2905947318	pass	pass	pass	pass	2293555	87.94	313033	401074	0.180188	33.8529046094	843546	24633	193752	287192	1142675	22.464461405	559769	462131	0.0107400956157581	0.125216966674006	0.498211292077147	92.2387394139886	p1	single cell	FALSE
WTCHG_209948_712505	20150708_C21	0.736144978	6217	39	1600251	6.089419722	27.076588729	10.9428690198	pass	pass	warn	warn	1599745	91.28	229349	216628	0.072604	40.5109662046	692268	30426	84710	165483	735954	35.2033922407	601570	144895	0.0190192811979409	0.103443361285705	0.46004456960328	69.9144773244562	p2	single cell	TRUE
WTCHG_209948_712506	20150708_C45	0.505604749	4440	43	1987389	7.508293545	30.0002312641	10.985965142	pass	pass	pass	warn	1985770	90.34	267845	281455	0.161641	46.4825798195	987878	35492	131501	205669	764725	34.1502353824	725783	347911	0.0178731675873842	0.103571410586322	0.385102504318224	83.405529305762	p2	single cell	TRUE
WTCHG_209948_712507	20150708_C80	0.843434854	5435	39	1613520	4.512990233	25.3194568521	9.7308651635	pass	pass	warn	warn	1612909	93.09	221295	184866	0.063982	35.6349842282	603941	21581	59171	124679	885426	31.2257861999	529214	128878	0.0133801720989839	0.0773007032634823	0.548962154715486	69.4242609035348	p2	outlier: endothelial	TRUE
WTCHG_209948_712508	20150708_C23	0.353315194	4878	37	1722643	6.544072103	28.4585310394	15.6088296994	pass	pass	warn	warn	1721327	88.7	227412	288966	0.117695	43.9944638181	810565	35385	123683	183217	689575	35.998697369	663249	248835	0.0205568145971103	0.106439392399004	0.400606625005011	75.0547354657829	p2	single cell	TRUE
WTCHG_209948_712517	20150702_C19	0.183074789	4033	34	1811052	7.453402774	29.3410395568	16.3071940984	pass	pass	warn	warn	1786089	83.68	250732	399767	0.121308	10.5321875706	202782	4725	208450	204020	1305378	7.49944815372	144391	287480	0.00264544487984641	0.11422723055794	0.730858316690826	95.5206504920494	p1	single cell	FALSE
